77.0,80.2967,2473.9,1920.0,553.9
89.0,68.266,3283.3,2260.0,1023.3
91.0001,68.266,2900.7,2080.0,820.7
89.0,68.266,3283.3,1850.0,1433.3
71.0,83.5754,3646.0,1920.0,1726.0
119.99999999999999,76.6122,4139.6,1600.0,2539.6
22.0,64.6166,7554.8,2620.0,4934.8
39.0,64.6133,3060.7,2838.23,222.469
89.0,65.6346,3042.9,1170.0,1872.9
63.0,80.6419,5437.2,260.015,5177.19
63.0,80.6419,5437.2,1410.0,4027.2
34.0,87.7301,6252.9,2260.0,3992.9
34.0,87.7301,6252.9,4187.3,2065.6
59.0,72.8031,5403.8,2928.17,2475.63
41.0,70.5235,6634.2,1830.0,4804.2
130.0,66.745,2729.1,1580.0,1149.1
130.0,66.745,2729.1,3078.06,-348.964
140.0,56.8391,3753.1,830.0,2923.1
49.0,65.0742,3394.7,1290.0,2104.7
12.999999999999998,56.3312,7724.3,1780.0,5944.3
71.0,51.1222,4349.9,970.0,3379.9
170.0,51.1222,3885.2,1938.85,1946.35
83.0,55.9945,2905.8,1840.0,1065.8
41.0,48.6895,2287.6,1270.0,1017.6
46.0,67.198,3214.1,270.0,2944.1
46.0,67.198,3214.1,1950.0,1264.1
80.0,66.5487,5112.1,1150.0,3962.1
27.999999999999996,66.5487,6840.9,650.0,6190.9
3.0,95.2057,8222.5,1590.0,6632.5
87.0,86.4531,2425.7,1650.0,775.7
87.0,86.4531,2425.7,2530.0,-104.3
81.0,64.618,2535.2,1250.0,1285.2
81.0,64.618,2535.2,1680.0,855.2
22.0,88.2615,6744.1,610.0,6134.1
53.0,69.0572,4149.7,810.0,3339.7
55.0,88.5778,4515.3,910.0,3605.3
59.99999999999999,88.5778,3626.6,760.0,2866.6
19.0,56.5295,5926.4,240.0,5686.4
12.999999999999998,80.3962,5908.5,1370.0,4538.5
36.0,83.7684,5739.4,1720.0,4019.4
68.0,85.8554,5332.2,4217.28,1114.92
99.00009999999999,84.807,4267.9,1940.0,2327.9
43.0,62.9913,3552.3,1520.0,2032.3
77.0,89.7812,3596.2,2388.54,1207.66
62.0,86.0145,38.5,4666.96,-4628.46
29.999999999999996,62.111,3398.0,2750.0,648.0
92.0001,64.3359,4785.4,1790.0,2995.4
49.0,53.6526,3191.6,1070.0,2121.6
40.0,56.6416,3150.9,1310.0,1840.9
40.0,56.6416,3150.9,2860.0,290.9
119.99999999999999,68.5833,3329.5,1680.0,1649.5
119.99999999999999,68.5833,3329.5,1680.0,1649.5
65.0,62.7682,2985.0,940.0,2045.0
65.0,62.7682,2985.0,2718.31,266.687
27.999999999999996,79.5052,6203.3,260.015,5943.28
34.0,79.5052,6160.4,400.0,5760.4
12.999999999999998,74.1723,7051.6,450.0,6601.6
40.0,68.3927,35.5,2508.46,-2472.96
3.0,61.0981,7623.0,2230.0,5393.0
38.0,57.8945,3069.5,1090.0,1979.5
38.0,57.8945,3069.5,2660.0,409.5
20.0,58.0263,5854.0,1240.0,4614.0
72.0,68.8272,62.2,1220.0,-1157.8
72.0,68.8272,62.2,2838.23,-2776.03
13.999999999999998,50.1294,6915.8,3557.73,3358.07
27.999999999999996,65.0759,2929.6,1660.0,1269.6
47.0,48.6339,2587.8,2150.0,437.8
47.0,48.6339,2587.8,1320.0,1267.8
57.0,67.6215,2958.9,1030.0,1928.9
57.0,67.6215,2958.9,860.0,2098.9
27.0,55.0833,3181.9,1010.0,2171.9
27.999999999999996,43.6921,2882.9,1310.0,1572.9
37.0,50.8609,3306.7,2830.0,476.7
51.00000000000001,83.0194,2898.9,1070.0,1828.9
51.00000000000001,83.0194,2898.9,2790.0,108.9
88.0,69.4434,2954.4,2440.0,514.4
88.0,69.4434,2954.4,1860.0,1094.4
88.0,69.4434,2954.4,2350.0,604.4
88.0,69.4434,2954.4,1430.0,1524.4
1.0,92.2357,5552.2,260.015,5292.19
68.0,63.9404,3051.4,910.0,2141.4
49.0,54.6336,3312.3,1740.0,1572.3
210.0,54.6336,3165.9,2750.0,415.9
69.0,55.7633,2491.2,800.0,1691.2
53.0,77.5119,2843.8,1670.0,1173.8
53.0,77.5119,2843.8,850.0,1993.8
39.0,77.5119,3896.9,1780.0,2116.9
53.0,77.5119,2843.8,2180.0,663.8
18.0,46.0207,7666.1,5836.15,1829.95
35.0,46.0207,5455.7,860.0,4595.7
48.0,87.554,5985.5,950.0,5035.5
59.99999999999999,87.7561,5734.6,3168.0,2566.6
76.0,78.7167,24.4,2230.0,-2205.6
90.0001,75.4174,1917.5,910.0,1007.5
90.0001,75.4174,1917.5,1080.0,837.5
90.0001,75.4174,1917.5,2610.0,-692.5
23.0,75.4174,6782.4,3108.04,3674.36
16.0,66.2939,6331.2,3197.98,3133.22
16.0,66.2939,6331.2,810.0,5521.2
140.0,73.4798,3677.3,2868.21,809.09
140.0,73.4798,3677.3,2370.0,1307.3
45.0,78.5487,5137.2,960.0,4177.2
23.0,91.9119,7026.5,820.0,6206.5
140.0,67.611,4275.3,1750.0,2525.3
25.999999999999996,67.611,6169.4,2778.27,3391.13
150.0,68.8373,631.4,2150.0,-1518.6
150.0,68.8373,631.4,1800.0,-1168.6
150.0,68.8373,631.4,2380.0,-1748.6
100.0,84.0696,6296.5,750.0,5546.5
78.0,45.8185,4207.7,1080.0,3127.7
88.0,45.8185,4153.4,930.0,3223.4
31.0,89.2425,7205.0,450.0,6755.0
88.0,67.4762,3975.8,2298.6,1677.2
88.0,67.4762,3975.8,2748.29,1227.51
44.0,59.0607,4396.9,1500.0,2896.9
93.00009999999999,59.0607,3464.1,2210.0,1254.1
88.0,62.8683,3021.7,1750.0,1271.7
130.0,63.0753,2768.6,1800.0,968.6
33.0,63.0753,4828.2,1950.0,2878.2
42.0,63.0753,4369.5,3048.09,1321.41
33.0,63.0753,4828.2,2140.0,2688.2
33.0,63.0753,4828.2,820.0,4008.2
76.0,70.4455,3279.0,1940.0,1339.0
130.0,73.955,55.8,1360.0,-1304.2
130.0,73.955,55.8,1460.0,-1404.2
59.99999999999999,54.8194,4409.2,1080.0,3329.2
40.0,97.2295,8174.4,3467.79,4706.61
55.99999999999999,68.6774,3261.7,660.0,2601.7
45.0,66.2015,3075.1,980.0,2095.1
64.0,71.8892,2884.5,1960.0,924.5
33.0,71.8892,6813.6,780.0,6033.6
64.0,71.8892,2884.5,1200.0,1684.5
64.0,71.8892,2884.5,990.0,1894.5
70.0,61.3059,2523.2,1270.0,1253.2
70.0,61.3059,2523.2,910.0,1613.2
53.0,61.3059,4535.2,1590.0,2945.2
67.0,58.631,2667.2,1350.0,1317.2
200.0,58.211,3013.8,2640.0,373.8
200.0,58.211,3013.8,2960.0,53.8
24.0,52.078,5307.9,2860.0,2447.9
1.0,47.1673,10445.3,4517.07,5928.23
82.0,47.1023,2934.0,950.0,1984.0
82.0,47.1023,2934.0,1030.0,1904.0
85.0,55.3403,3238.7,1960.0,1278.7
110.0,55.3403,2939.7,1030.0,1909.7
19.0,55.9842,7293.4,1720.0,5573.4
43.0,55.9842,3937.5,2748.29,1189.21
10.0,53.4971,6933.0,3587.71,3345.29
24.0,53.4971,5948.8,4067.38,1881.42
31.0,78.5518,6210.0,4906.8,1303.2
17.0,78.5518,7199.3,5926.09,1273.21
29.999999999999996,65.3398,5905.5,1310.0,4595.5
37.0,33.1788,3238.9,2550.0,688.9
65.0,7.82191,3518.5,1290.0,2228.5
12.0,13.7086,7687.3,820.0,6867.3
43.0,15.8557,3415.3,1160.0,2255.3
29.0,15.8557,5322.6,1540.0,3782.6
51.00000000000001,54.4741,6074.9,2598.4,3476.5
17.0,26.8711,5628.2,1180.0,4448.2
17.0,26.8711,5628.2,1380.0,4248.2
71.0,26.8711,2134.9,2340.0,-205.1
40.0,18.5131,2558.0,1230.0,1328.0
1.0,40.0556,13566.3,5026.72,8539.58
25.999999999999996,52.9602,5839.3,1150.0,4689.3
65.0,52.9602,3547.7,1050.0,2497.7
33.0,52.9602,5035.4,470.0,4565.4
45.0,25.9811,4093.2,1210.0,2883.2
17.0,21.1481,5721.6,2070.0,3651.6
14.999999999999998,16.9171,2403.0,1980.0,423.0
24.0,8.75,4574.7,1240.0,3334.7
170.0,44.0475,3848.8,2550.0,1298.8
170.0,44.0475,3848.8,2610.0,1238.8
23.0,87.4821,7165.2,4067.38,3097.82
22.0,80.4433,7126.9,4547.05,2579.85
43.0,89.3339,4402.6,250.0,4152.6
59.99999999999999,46.0065,3455.3,560.0,2895.3
31.0,46.0065,4020.9,1250.0,2770.9
82.0,46.0065,2936.9,840.0,2096.9
55.0,46.0065,3640.6,800.0,2840.6
70.0,19.6452,3253.9,980.0,2273.9
70.0,19.6452,3253.9,1290.0,1963.9
73.0,14.0001,2958.9,1300.0,1658.9
37.0,29.1519,3574.9,1110.0,2464.9
37.0,29.1519,3574.9,800.0,2774.9
37.0,29.1519,3574.9,900.0,2674.9
37.0,29.1519,3574.9,2238.65,1336.25
63.0,47.608,3568.6,2000.0,1568.6
79.0,47.608,3521.7,1890.0,1631.7
63.0,47.608,3568.6,2568.42,1000.18
42.0,52.1462,4752.0,1878.89,2873.11
39.0,52.1462,4911.8,2210.0,2701.8
12.0,46.4347,7053.1,4876.82,2176.28
37.0,24.7791,3670.8,1080.0,2590.8
36.0,24.7791,3783.6,1940.0,1843.6
92.0001,48.1043,3425.6,1550.0,1875.6
150.0,48.1043,2611.8,1700.0,911.8
20.0,65.672,6403.5,3287.92,3115.58
14.999999999999998,65.672,7609.9,4487.09,3122.81
20.0,65.672,6403.5,2500.0,3903.5
11.0,47.2679,7472.3,2980.0,4492.3
19.0,85.6129,6649.6,1090.0,5559.6
150.0,69.049,3435.5,2140.0,1295.5
25.999999999999996,52.9801,3310.5,610.0,2700.5
1.0,93.479,2332.1,680.0,1652.1
1.0,93.479,2332.1,4636.99,-2304.89
41.0,93.479,3334.9,1590.0,1744.9
67.0,30.8344,3024.9,1090.0,1934.9
25.0,30.8344,3595.8,1730.0,1865.8
43.0,45.3486,3102.7,2030.0,1072.7
19.0,26.2397,4877.7,4666.96,210.736
55.99999999999999,9.34601,3444.4,2160.0,1284.4
35.0,30.7515,4462.5,1280.0,3182.5
39.0,24.0055,4052.3,1220.0,2832.3
25.999999999999996,24.0055,5548.8,940.0,4608.8
57.0,53.2185,3206.6,1190.0,2016.6
19.0,53.2185,5087.8,1320.0,3767.8
23.0,53.2185,4794.6,1860.0,2934.6
49.0,37.958,3291.1,2568.42,722.683
32.0,37.958,3814.6,1210.0,2604.6
29.999999999999996,37.958,4412.3,2730.0,1682.3
22.0,100.0,6003.4,1690.0,4313.4
39.0,44.2362,4092.3,1700.0,2392.3
21.0,23.8533,5237.4,1910.0,3327.4
29.0,46.1316,3835.3,790.0,3045.3
74.0,47.671,3369.7,1660.0,1709.7
48.0,47.671,3553.4,1890.0,1663.4
27.999999999999996,47.671,4276.4,2290.0,1986.4
27.999999999999996,38.9668,4276.4,2180.0,2096.4
49.0,28.364,2905.8,1000.0,1905.8
33.0,21.9988,2727.0,2070.0,657.0
12.0,21.9988,5932.3,1550.0,4382.3
19.0,16.7593,2969.2,1790.0,1179.2
19.0,16.7593,2969.2,2250.0,719.2
200.0,16.7593,3327.1,2420.0,907.1
40.0,25.4494,3432.6,1210.0,2222.6
14.999999999999998,29.3796,6088.1,2730.0,3358.1
1.0,29.3796,4453.0,2868.21,1584.79
280.0,14.9103,3075.4,1180.0,1895.4
77.0,42.8243,3357.4,2600.0,757.4
1.0,61.6177,4835.8,4037.4,798.4
91.0001,61.6177,4003.1,2190.0,1813.1
90.0001,15.4516,3269.3,280.0,2989.3
90.0001,25.9434,3269.3,2040.0,1229.3
29.0,25.9434,4772.7,1140.0,3632.7
33.0,25.9434,2772.6,2190.0,582.6
85.0,25.9434,2349.6,790.0,1559.6
70.0,41.5375,4272.8,840.0,3432.8
85.0,19.7016,2349.6,2190.0,159.6
